    0.10000E-03    0.63143E+01
    0.10202E-03    0.64367E+01
    0.10408E-03    0.65614E+01
    0.10618E-03    0.66886E+01
    0.10833E-03    0.68182E+01
    0.11052E-03    0.69503E+01
    0.11275E-03    0.70850E+01
    0.11503E-03    0.72223E+01
    0.11735E-03    0.73622E+01
    0.11972E-03    0.75049E+01
    0.12214E-03    0.76503E+01
    0.12461E-03    0.77985E+01
    0.12712E-03    0.79496E+01
    0.12969E-03    0.81037E+01
    0.13231E-03    0.82607E+01
    0.13499E-03    0.84207E+01
    0.13771E-03    0.85838E+01
    0.14049E-03    0.87501E+01
    0.14333E-03    0.89196E+01
    0.14623E-03    0.90924E+01
    0.14918E-03    0.92686E+01
    0.15220E-03    0.94481E+01
    0.15527E-03    0.96311E+01
    0.15841E-03    0.98177E+01
    0.16161E-03    0.10008E+02
    0.16487E-03    0.10202E+02
    0.16820E-03    0.10399E+02
    0.17160E-03    0.10601E+02
    0.17507E-03    0.10806E+02
    0.17860E-03    0.11015E+02
    0.18221E-03    0.11228E+02
    0.18589E-03    0.11446E+02
    0.18965E-03    0.11668E+02
    0.19348E-03    0.11893E+02
    0.19739E-03    0.12124E+02
    0.20138E-03    0.12358E+02
    0.20544E-03    0.12598E+02
    0.20959E-03    0.12842E+02
    0.21383E-03    0.13090E+02
    0.21815E-03    0.13343E+02
    0.22255E-03    0.13602E+02
    0.22705E-03    0.13865E+02
    0.23164E-03    0.14133E+02
    0.23632E-03    0.14407E+02
    0.24109E-03    0.14685E+02
    0.24596E-03    0.14970E+02
    0.25093E-03    0.15259E+02
    0.25600E-03    0.15554E+02
    0.26117E-03    0.15855E+02
    0.26645E-03    0.16162E+02
    0.27183E-03    0.16474E+02
    0.27732E-03    0.16793E+02
    0.28292E-03    0.17118E+02
    0.28864E-03    0.17449E+02
    0.29447E-03    0.17786E+02
    0.30042E-03    0.18130E+02
    0.30649E-03    0.18480E+02
    0.31268E-03    0.18837E+02
    0.31899E-03    0.19201E+02
